video,scenario,metric,color_space,window,precision,recall,f1,tp,fp,fn,tn,threshold
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_BHATTACHARYYA,HSV,1,0.23684210526315788,0.8181818181818182,0.3673469387755102,9,29,2,10,0.06814464245187607
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_BHATTACHARYYA,HSV,3,0.23404255319148937,1.0,0.3793103448275862,11,36,0,3,0.041854674378324706
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_BHATTACHARYYA,HSV,5,0.3333333333333333,0.6363636363636364,0.4375,7,14,4,25,0.06002088832878677
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_BHATTACHARYYA,RGB,1,0.22916666666666666,1.0,0.3728813559322034,11,37,0,2,0.02248379935436407
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_BHATTACHARYYA,RGB,3,0.25,1.0,0.4,11,33,0,6,0.02248379935436407
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_BHATTACHARYYA,RGB,5,0.275,1.0,0.43137254901960786,11,29,0,10,0.02248379935436407
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_INTERSECT,GRAY,1,0.23404255319148937,1.0,0.3793103448275862,11,36,0,3,-0.7650976334662118
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_INTERSECT,GRAY,3,0.2558139534883721,1.0,0.4074074074074074,11,32,0,7,-0.7650976334662118
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_INTERSECT,GRAY,5,0.275,1.0,0.43137254901960786,11,29,0,10,-0.7650976334662118
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_INTERSECT,HSV,1,0.22916666666666666,1.0,0.3728813559322034,11,37,0,2,-0.8337230253073358
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_INTERSECT,HSV,3,0.2558139534883721,1.0,0.4074074074074074,11,32,0,7,-0.8337230253073358
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_INTERSECT,HSV,5,0.28205128205128205,1.0,0.44,11,28,0,11,-0.8337230253073358
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_INTERSECT,RGB,1,0.23255813953488372,0.9090909090909091,0.37037037037037035,10,33,1,6,-3.949334318691399
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_INTERSECT,RGB,3,0.2391304347826087,1.0,0.38596491228070173,11,35,0,4,-3.9824198256173986
rolling-shutter\rolling-shutter.mp4,rolling-shutter,HISTCMP_INTERSECT,RGB,5,0.25,1.0,0.4,11,33,0,6,-3.9824198256173986
